ID,Haiku
1477,陵の水さわだてて残る鴨
1478,うらやましうき世の北の山桜
1479,見帰れば寒し日暮の山桜
1480,饅頭で人をたづねよ山ざくら
1481,鶏の声も聞ゆる山桜
1482,暮んとす春をゝしほの山ざくら
1483,みよし野ゝちか道寒し山桜
1484,まだきともちりしとも見ゆれ山桜
1485,棒突も餅を売りけり山桜
1486,蕗の葉に煮〆配りて山桜
1487,山桜車停めて美にける
1488,曙や露とくとくと山桜
1489,山桜雪嶺天に声もなし
1490,嶮崚を出でし朝日子山ざくら
1491,山桜あさくせはしく女の鍬
1492,山ざくら石の寂しさ極まりぬ
1493,巴旦杏咲く山家訪ふゆかりあり
1494,春菜引く馳込寺の婢かな
1495,伊豆山は裾さへ傾ぐ春菜畑
1496,掘捨てあとでひらふや野大根
1497,春筍祖母の里より賜はりぬ
1498,旅終へて春筍京に溢れをり
1499,春筍は犀の角ほど曲りをり
1500,春筍を掘りちらかして帰りけり
1501,歯朶萌えて岩滝翔ける雉子かな
1502,歯朶萌ゆる巌金色にしたゝれり
1503,一樹なき風の江岸青みたる
1504,月光のほのめくや畦青みたる
1505,額を搏つ雨暗けれど雪間草
1506,雪消える方へ傾き雪間草
1507,ばせを植てまづにくむ荻の二ば哉
1508,喪の家も春夕焼の一戸たり
1509,鈴買つて春夕焼の肩ぐるま
1510,竹山の声つつぬけや春夕焼
1511,一枚の硝子につづく春夕焼
1512,雪山に春の夕焼滝をなす
1513,水飲んで春の夕焼身に流す
1514,花衣ぬぐや纏はる紐いろいろ
1515,花衣たたむ庇に雨到る
1516,旅鞄ほどけばあふれ花衣
1517,身を滑る水のおもさの花衣
1518,球根を植ゑし深さへ水そそぐ
1519,みなどこかゆがむ球根植ゑにけり
1520,桃植うや晩婚の子の汝が為に
1521,柿植ゑて子らに八年先のこと
1522,ぶだう苗木寸土に植ゑて子とゐる日
1523,陸ながくあゆみ来りて海女潜る
1524,断崖の見下ろしてをり海女しづむ
1525,命綱たるみて海女の自在境
1526,はや母の顔にもどりて陸の海女
1527,磯なげき月日を白く累ねたり
1528,磯なげき鳶が羽博ちをとめにけり
1529,一里はみな花守りの子孫かな
1530,花守のさらさらと水のみにけり
1531,喉ふかきところよりこゑ桜守
1532,まなぶたのいくたび冷えて桜守
1533,寝心も花くたびれの夜頃かな
1534,土手につく花見疲れの片手かな
1535,川を見て坐れる母や花疲れ
1536,光にも揉まれしごとし花疲れ
1537,坐りたるまゝ帯とくや花疲れ
1538,吉野葛溶くやほぐるる花疲
1539,雨だれの誘ふまどろみ花疲れ
1540,まつしろな空の下なる花疲れ
1541,紐すこし貰ひに来たり雛納め
1542,夕雲のふちのきんいろ雛納め
1543,何もかも畳の上に雛納
1544,夜々おそく戻りて今宵雛あらぬ
1545,ボートより釣り糸垂らす緑の日
1546,新聞にみどりの頁みどりの日
1547,祝辞みな未来のことや植樹祭
1548,をりからの雨を称へて植樹祭
1549,つまづきて修二会の闇を手につかむ
1550,修二会いま走りの行や床鳴らし
1551,多羅葉の実の真つ赤なる修二会かな
1552,法螺貝のあるときむせぶ修二会かな
1553,修二会僧まつくらがりを掃いてをり
1554,峯入や一里をくるゝ小山伏
1555,峰入りやおもへば深き芳野山
1556,峰入のまづは猩々袴かな
1557,峯入りの笠を伝へる雨しづく
1558,倒れ木を越す大勢や順の峰
1559,峰入は宮も草鞋の旅路哉
1560,児つれぬ法の浮世ぞ順の峰
1561,峰入や顔のあたりの山かつら
1562,峰入や出羽も羽黒も桜咲く
1563,峰入や山坂花にはぐれ行
1564,花のぞく身さかしまの行者かな
1565,ぬば玉の黒飴さはに良寛忌
1566,舟小屋に藁火の匂ひ良寛忌
1567,煉炭の穴の真つ赤に良寛忌
1568,友二忌の昼いちまいの蕎麦せいろ
1569,友二忌の稲村ヶ崎うすかがみ
1570,干鱈で寸酌交はす友二の忌
1571,多喜二忌や糸きりきりとハムの腕
1572,多喜二忌やまだある築地警察署
1573,多喜二忌の星大粒に海の上
1574,吹かれゐて髪が目を刺す多喜二の忌
1575,老梅のくれなゐの艶風生忌
1576,春星の二つ相寄る風生忌
1577,立子忌の風に囁きある如し
1578,立子忌や空の裳裾はくれなゐに
1579,雪洞を灯し立子の忌と思ふ
1580,誓子忌の夜は万蕾の星となれ
1581,誓子忌の伊吹になほも雪残る
1582,七曜に疾風のひと日誓子の忌
1583,くれなゐの富士に真向ひ誓子の忌
1584,三鬼忌のハイボール胃に鳴りて落つ
1585,奏でゐる自動ピアノや三鬼の忌
1586,降りてすぐ煙草の陣へ三鬼の忌
1587,レッスンの脚よくあがる荷風の忌
1588,荷風忌の近しひそかに潮上げて
1589,木にやどる滴もみどり修司の忌
1590,五月の蝶消えたる虚空修司の忌
1591,青空に染まらぬかもめ修司の忌
1592,まさをなる空よりしだれざくらかな
1593,枝垂桜垂れて疎水の水にまで
1594,奈良七重七堂伽藍八重桜
1595,人恋し灯ともしごろを桜散る
1596,てのひらに落花とまらぬ月夜かな
1597,中空にとまらんとする落花かな
1598,しきりなる落花の中に幹はあり
1599,遅れ咲きいまの落花に加はらず
1600,一つづつ花の夜明けの花みづき
1601,谷かけて木五倍子の花の擦れ咲
1602,はつきりと咲いてゐしかば霞草
1603,病室にむらさき充てり諸葛菜
1604,座禅草跼見すれば世はしづか
1605,虎杖をむかし手折りぬ四月尽
1606,枯笹にたけりうつりの畦火かな
1607,足もとに消え沈みたる畦火かな
1608,畦焼に多摩の横山暮れ去んぬ
1609,木の芽あへ女たのしむこと多き
1610,海棠忌さびしきは人恋ふるなり
1611,町中の古き流れや初燕
1612,水甕の水にさゞなみ初蛙
1613,みづうみの朝瀬覚えつ蜆取り
1614,畑の隅花つけてゐし蕪かな
1615,世の夏や湖水にうかむ浪の上
1616,きさかたや唐をうしろに夏構
1617,町幅のいんきなりけり京の夏
1618,夏酒やわれも乗行火の車
1619,川嶋や夏かれ草に鳥の糞
1620,冷水に煎餅二枚樗良が夏
1621,座敷まで届かぬ夏の木陰かな
1622,大阪や見ぬよの夏の五十年
1623,太き道一筋夏の園に在り
1624,とり付てだだ子ごゝろや夏の闇
1625,淀舟や夏の今来る山かづら
1626,夏立つや衣紋にかはる風の色
1627,夏立つや忍に水をやりしより
1628,おそるべき君等の乳房夏来る
1629,プラタナス夜もみどりなる夏は来ぬ
1630,うすうすと窓に日のさす五月かな
1631,えにしだの黄にむせびたる五月かな
1632,鳩踏む地かたくすこやか聖五月
1633,初夏や蝶に目やれば近き山
1634,日本に帰りて京の初夏の山
1635,初夏の山立ちめぐり四方に風
1636,たまさかは夜の街見たし夏はじめ
1637,初夏や夕月に添ふ星一つ
1638,膳廻り青みの見ゆる卯月かな
1639,高からぬ花となりゆく卯月かな
1640,水底の草も花さく卯月かな
1641,卯月来ぬましろき紙に書くことば
1642,たそがれの草花売も卯月かな
1643,都おもふ時や卯浪の薄曇り
1644,散りみだす卯浪の花の鳴門かな
1645,あるときは船より高き卯浪かな
1646,牡丹散てうちかさなりぬ二三片
1647,牡丹一輪筒に傾く日数かな
1648,四五輪に陰日向ある牡丹かな
1649,卓袱の料理も出でし牡丹かな
1650,日輪を送りて月の牡丹かな
1651,ひるがへる葉に沈みたる牡丹かな
1652,はら／＼と落ちし雀や夕牡丹
1653,道のべに牡丹散りてかくれなし
1654,牡丹にしみじみふるゝ風ありぬ
1655,ぼうたんのまえに嶮しや潦
1656,ぼうたんや眠たき妻の横座り
1657,ひとつ脱で後におひぬ衣がへ
1658,つつがなき母の便りや衣がへ
1659,御手打の夫婦なりしを更衣
1660,衣更て坐つて見てもひとりかな
1661,衣更へて夜店に妻を誘ひけり
1662,小原女の五人揃うてあはせかな
1663,絹袷さらりとほぐし着たるかな
1664,芝居町行き逢ふ人も袷かな
1665,白がさね憎き背中に物書ん
1666,お小姓にほれたはれたや白重
1667,白重涙のしみのなかりけり
1668,余花いまだきのふの酒や豆腐汁
1669,行き行きて余花くもりなき山の昼
1670,岩水の朱きが湧けり余花の宮
1671,葉桜のひと木淋しや堂の前
1672,葉桜や同じ禱りに隣り合ふ
1673,葉桜の駅に字を書く洋傘の尖
1674,あやめさす軒さへ余所のついでかな
1675,ほり上てあやめ葺けり草の庵
1676,戸あくればけさの影さすあやめかな
1677,四辻や匂ひ吹みつあやめの日
1678,二人子を預て病める端午かな
1679,葱とみて行きちがひしが端午の日
1680,古妻やあやめの冠着たりけり
1681,肴屋の菖蒲鉢巻して来たる
1682,あやめ草足にむすばん草履の緒
1683,逗留や五月人形飾らるゝ
1684,かくやあらぬ作る菖蒲の小人形
1685,飾りたる兜の緒こそ太かりき
1686,門の木にくゝし付たる幟かな
1687,五女ありて後の男や初幟
1688,上州や幟立てたる桑の中
1689,江戸住や二階の窓の初幟
1690,吹流し一旒見ゆる樹海かな
1691,雀らも海かけて飛べ吹流し
1692,水田あかり松風を得し吹流し
1693,笈も太刀も五月にかざれ紙幟
1694,高枝を吹きはねし尾や鯉幟
1695,風吹けば来るや隣の鯉幟
1696,旅の身は電柱に倚り鯉幟
1697,姦しき町も日暮るゝ鯉のぼり
1698,矢車の止りいくつも止り居り
1699,矢車や男勝りの女の世
1700,矢車に朝風強き幟かな
1701,粽結ふかた手にはさむ額髪
1702,文もなく口上もなし粽五把
1703,粽解いて蘆吹く風の音聞かん
1704,故郷は昔ながらの粽かな
1705,腰掛けて待てば出来けり柏餅
1706,裏庭の柏大樹や柏餅
1707,柏餅古葉を出づる白さかな
1708,さうぶ入湯をもらひけり一盥
1709,朝湯より傾城匂ふあやめ哉
1710,沸きし湯に切先青き菖蒲かな
1711,薬園に雨降る五月五日かな
1712,薬の日法の力に湧き出てゝ
1713,薬玉や風の吹く時吹かぬ時
1714,薬玉をうつぼ柱にかけにけり
1715,薬玉のしづかにまはり戻るかな
1716,宇治に似て山なつかしき新茶かな
1717,さら／＼と溢るゝ新茶壺の肩
1718,方丈に今とどきたる新茶かな
1719,女夫なかいつしか淡し古茶いるゝ
1720,筒ふれば古茶さん／＼と応へけり
1721,母の手に紐のきりりと古茶の壺
1722,風炉手前主人の脚のしびれ哉
1723,老が身の妻も遊ぶや夏茶の湯
1724,水こぼす音風炉手前了へにけり
1725,張初めし糸にやすらふ蚕かな
1726,繭一つこぼして古き畳かな
1727,繭売つてこまごまの負債すませけり
1728,いと薄き繭をいとなむあはれさよ
1729,繭を掻く町の外れに温泉寺
1730,糸取や蠅の居しがむ姐被
1731,繭を煮る工女美しやぶにらみ
1732,猿橋のほとりの家に糸とる娘
1733,衣川蚕の蝶の流れけり
1734,ほそぼそと眉をふるふや繭出し蛾
1735,まゆひとつ仏のひざに作るなり
1736,見おぼえのある顔をして袋角
1737,袋角熱あるごとく哀なり
1738,二股にわかれ初けり鹿の角
1739,松蝉や二つ三つづつ鳴き揃ふ
1740,松蝉の早鳴いてゐる別墅かな
1741,松蝉や幼き頃のものがたり
1742,夏めきて人顔みゆるゆふべかな
1743,夏めくや霽れ雷の一つぎり
1744,夏きざす窓掛に蛾の朱一点
1745,後架にも竹の葉降りて薄暑かな
1746,個展いで薄暑たのしき街ゆくも
1747,をとめらのかんばせしろき薄暑かな
1748,あぶらとり一枚もらふ薄暑かな
1749,玉虫の逗子により見る薄暑かな
1750,セルを着て髪切りたがる娘を叱る
1751,セルを着ていつまで抜けぬ京言葉
1752,セルを着て病ありとも見えぬかな
1753,真赤なフランネルのきもので四つの女の児
1754,なほ童心セルでかくせしネル寝巻
1755,煌々と夏場所終りまた老ゆる
1756,夏場所やひかへぶとんの水あさぎ
1757,風匂い人匂い五月場所大入り
1758,唐寺の玉巻芭蕉肥りけり
1759,手に足に玉巻葛や九折
1760,玉まくや風も騒がぬ真葛原
1761,とかせばや礎ひとつに玉巻葉
1762,やゝありて苗売出でし邸かな
1763,苗売の立ちどまりつゝ三声ほど
1764,寺の門出て苗売に逢へりけり
1765,瓜苗にもれなく杓をかたむくる
1766,瓜苗を大と小とに分けならべ
1767,瓜苗に竹立てありぬ草の中
1768,匍初めし穂麦の中の胡瓜苗
1769,高々と出来たる棚や苗瓢
1770,ひさご苗露をためたるやは毛かな
1771,結局は瓢箪苗を買ひしのみ
1772,ぐつたりと植りてどれもへちま苗
1773,留守の戸に茄子苗置いて戻りけり
1774,屑物の中で選りけり茄子苗
1775,老農は茄子の心を知りて植ゆ
1776,茄子植る人に尋てさかの庵
1777,百姓の腹立たしげや根切虫
1778,早くから百合をやり居る根切かな
1779,根切虫あたらしきことしてくれし
1780,ねり供養まつり皃なる小家かな
1781,茂から鳥の音近し練供養
1782,雨雲の塔に降り来し練供養
1783,加茂衆の御所に紛るゝ祭かな
1784,髭つらに葵かけたる祭かな
1785,地に落し葵踏み行く祭かな
1786,懸葵しなびて戻る舎人かな
1787,子を負うて川を渉るや加茂祭
1788,膾にも響くまつりの太鼓かな
1789,招かれて祭の店に並びけり
1790,水打つて祭提灯ともしけり
1791,あとじさる足踏みあひぬ荒神輿
1792,家を出て手をひかれたる祭かな
1793,船頭の烏帽子つけたる祭かな
1794,祭あはれ侏儒のわざを人に見せ
1795,電車行くそばに祭の町すこし
1796,吉原のみより今なき祭かな
1797,牛飼のかんばせ稚き祭かな
1798,真円き月と思へば夏祭
1799,愁あり鬢髱つめし祭髪
1800,象潟や料理何くふ神祭
1801,皿洗う手に流速の祭川
1802,昼の月あはれいろなき祭かな
1803,白雨や安居の沓の流れ去
1804,夏籠や月ひそやかに山の上
1805,まつさをな雨が降るなり雨安居
1806,夏籠や畳にこぼすひとりごと
1807,竹の実を噛みくだき居る安居かな
1808,或時は谷深く折る夏花かな
1809,花摘みや先行く人は児の母
1810,あさぢふや少しおくるる夏花摘
1811,傾城の夏書やさしやかりの宿
1812,なつかしき夏書の墨の匂ひかな
1813,ふつゝかな我手悔みて夏書かな
1814,蓮池にむけて夏書の机かな
1815,をしみなく夏書の墨のまがりける
1816,若楓伐つて御車通しけり
1817,水に山にひゞく三船の舞楽かな
1818,神遊ぶ三船祭の水ゆたか
1819,若楓茶いろに成も一さかり
1820,若楓葉広げ終へて平かや
1821,若楓枝を平に打重ね
1822,四阿に日の影動く若楓
1823,雨ふゝむ葉の重みして若楓
1824,苔あをし更に影置く若楓
1825,若楓一ふりふつて日が照て
1826,都出て又宮古ありわか楓
1827,三井寺や日は午にせまる若楓
1828,大原の昼くもりくる若楓
1829,夜を訪へば門を壓する新樹かな
1830,夜の雲に噴煙うつる新樹かな
1831,つなぎたる馬頬ずりす新樹かな
1832,頂上に松秀でたる新樹かな
1833,瀧浴のまとふものなし夜の新樹
1834,白雲を吹尽したる新樹かな
1835,新緑や川に映りて牛の列
1836,新緑やなが雨はれし筑後川
1837,新緑の街をゆく掌をポケットに
1838,新緑の庭より靴を脱ぎ上る
1839,新緑や暁色到る雨の中
1840,新緑やたましひぬれて魚あさる
1841,摩天楼より新緑がパセリほど
1842,新緑の香に新緑の風を待つ
1843,たのしみで訪ひし緑の館かな
1844,新緑や濯ぐばかりに肘若し
1845,若葉して御目の雫ぬぐはゞや
1846,蚊帳を出て奈良を立ちゆく若葉かな
1847,浅間山煙の中に若葉かな
1848,若葉して仏のお顔かくれけり
1849,消炭の庇にかわく若葉かな
1850,傘にすけて擦り行く雨の若葉かな
1851,玉垣や花にもまさるべに若葉
1852,蝦夷松の琥珀色なる若葉かな
1853,宵あさき月隠れゐる若葉かな
1854,古本の本郷若葉しんしんと
1855,わらんべの洟もわかばを映しけり
1856,若葉吹風さら／＼となりながら
1857,筆とれは若葉の影す紙の上
1858,糸萩の風軟かに若葉かな
1859,土管継ぎし煙突立ちぬ柿若葉
1860,六十にして生まれし家の柿若葉
1861,柿若葉重なりもして透くみどり
1862,柿若葉雨後の濡富士雲間より
1863,柿若葉日に照り黒き猫も照る
1864,大風や吹きしぼられて樫若葉
1865,椎若葉一重瞼を母系とし
1866,椎若葉白々と墓地暮れにけり
1867,この樹下に家ゐし十年椎若葉
1868,樟多き熊本城の若葉かな
1869,神事近き作り舞台や楠若葉
1870,樟若葉樟一木のほとけかな
1871,ひざの上に常磐木落葉してありぬ
1872,もちの葉の四五枚落ちて裏表
1873,この神に仕へ常磐木落葉掻く
1874,ひらひらと樫の落葉や藪表
1875,神さびや椎の落葉をふらしつゝ
1876,椎若葉老の乞食に野犬狎れ
1877,裏径の椎若葉踏む静けさよ
1878,いつまでも樟落葉掃く音つづく
1879,弾み落つ月の出頃の夏落葉
1880,日覆にその日その日の楠落葉
1881,清瀧や波に散込む青松葉
1882,蛸壺に松の落葉の溜りけり
1883,松落葉吹よせられて海人の墓
1884,降りしきる松葉に日傘かざしけり
1885,松葉散る松の緑の伸びにけり
1886,松落葉厨の水の中までも
1887,杜国の墓絶えず潮風松落葉
1888,松葉ちる嵐や磯は波の花
1889,午淋し塀に影して松葉散る
1890,家まはり山風めきて松落葉
1891,杉落葉かぶる庇や坊どまり
1892,杉落葉雨流れたる跡のあり
1893,杉落葉かゝれる枝の木の間かな
1894,高原の観光ホテル夏蕨
1895,くるしくも雨こゆる野や夏蕨
1896,鳥啼いて谷静かなり夏蕨
1897,夏蕨さげて下り来ぬとぼ／＼と
1898,草庵の垣根草なり夏蕨
1899,たけのこや稚き時の絵のすさび
1900,竹の子や兒の歯ぐきの美しき
1901,たけの子や畠隣に悪太郎
1902,掘食ふ我たかうなの細きかな
1903,筍や目黒の美人ありやなし
1904,筍の光放つてむかれけり
1905,たかんなの土出でてなほ鬱々と
1906,竹の子と品よく遊べ雀の子
1907,月なゝめたけのこたけになりにけり
1908,筍に嵯峨の山辺は曇りけり
1909,篠の子や終に絶えたる厠道
1910,篠の子に温泉の白煙あがりけり
1911,篠の子や小暗き顔のふり返り
1912,松風に筍飯をさましけり
1913,卯の花のこぼるゝ蕗の広葉かな
1914,井のはたに蕗の広葉や雨そゝぐ
1915,沢水の川となり行く蕗がくれ
1916,寂しければ雨降る蕗に燈を向くる
1917,蕗むくやまた襲ひきし歯のいたみ
1918,やどりせむ藜の杖になる日まで
1919,我寺の藜は杖になりにけり
1920,隠栖に露いつぱいの藜かな
1921,焼跡やあかざの中の蔵住ひ
1922,仮名かきうみし子にそらまめをむかせけり
1923,はじき豆出初めの渋さ懐しき
1924,そらまめの葉裏空色招提寺
1925,父と子のはしり蚕豆とばしたり
1926,莢豌豆蔓を返してもぎにけり
1927,びしよぬれの豌豆摘むやほとゝぎす
1928,豌豆の実のゆふぐれに主婦かゞむ
1929,豌豆の煮えつつ真玉なしにけり
1930,ひとづまにえんどうやはらかく煮えぬ
1931,長崎も丸山にゐて豆御飯
1932,すき嫌ひなくて豆飯豆腐汁
1933,豆飯や軒うつくしく暮れてゆく
1934,手提置く浜豌豆の花かげに
1935,浜豌豆海のぼる日は雲の中
1936,はら／＼と浜豌豆に雨来る
1937,芍薬の莟の蟻を払ひけり
1938,芍薬の蝕まれたる蕾かな
1939,芍薬の花にふれたるかたさかな
1940,芍薬にはねたる泥のかはきゐる
1941,芍薬を嗅げば女体となりゐたり
1942,芍薬や伊賀の古壺漏るまゝに
1943,黄なる花都草とは思へども
1944,みやこぐさの名もこころよくねころびぬ
1945,その上の遠流の島の都草
1946,たんぽぽもまだ咲てありをどりこ草
1947,踊子草咲きむらがれる坊の庭
1948,踊子草みな爪立てるかぜのなか
1949,ありそめし文字摺草や温泉の道
1950,捩花のまことねぢれてゐたるかな
1951,茎のびて文字摺草となりにけり
1952,羊蹄に雨至らざる埃かな
1953,ぎし／＼や弁慶蟹の栖処
1954,羊蹄花や仮橋長き干拓地
1955,雨だれにこちたくゆるゝ擬宝珠かな
1956,絶壁に擬宝珠咲きむれ岩襖
1957,馬返はるかに朝の擬宝珠咲く
1958,かはいらし現の証據の花とかや
1959,しじみ蝶とまりてげんのしょうこかな
1960,雲とんで雨呼ぶげんのしょうこかな
1961,おほばこの花ふみ行きぬ畑の畦
1962,踏まれつつ車前草花を了りけり
1963,車前草の花やでこぼこ道愛す
1964,ちるときの心やすさよ米嚢花
1965,二三本芥子作りけり弱法師
1966,僧になる子の美しや芥子の花
1967,罌粟咲けばまぬがれがたく病みにけり
1968,海士の顔先見らるゝやけしの花
1969,ネクタイを結ぶときふと罌粟赤し
1970,罌粟ひらく髪の先まで寂しきとき
1971,美しい皺を見せけりけしの花
1972,ちり際は風もたのまずけしの花
1973,掃庭やこほれたまゝにけしの花
1974,相ゆれてひなげしの花二つかな
1975,陽に倦みてひな罌粟いよよくれなゐに
1976,雛芥子は美しけれど妹恋し
1977,花散りてうなづく芥子の坊主かな
1978,夕暮やけしの坊主の又殖ゆる
1979,夕風の夏吹きぬけし罌粟坊主
1980,青春が晩年の子規芥子坊主
1981,点筆のあした夕や芥子坊主
1982,窓開く鉄線の花咲きわたり
1983,鉄線花馬蹄の音のさしかゝる
1984,咲バふる雨のきたいか鉄線花
1985,すひかづら今来し蝶も垂れ下り
1986,蚊の声す忍冬の花の散るたびに
1987,忍冬咲く故蜂にさされたる
1988,足許にゆふぐれながき韮の花
1989,人去つて風残りけり韮の花
1990,韮の花田舎育ちの妻よけれ
1991,花つけて野蒜の先ややゝたわむ
1992,樋水ます雨にはなさく野蒜かな
1993,花野蒜引きし心の淡さかな
1994,梢より放つ光やしゆろの花
1995,棕櫚の花こぼるゝまゝに掃きもせず
1996,棕櫚さきて夕雲星をはるかにす
1997,殿づくり並びてゆゝし桐の花
1998,桐の花石積む毎に沈む舟
1999,電車いままつしぐらなり桐の花
2000,墓濡れて桐咲くほどの地温あり
2001,どこやらに硝子が割れぬ桐の花
2002,桐の花寺は桂の町はづれ
2003,朴の咲く淵にこだます機屋かな
2004,朴の花暫くありて風渡る
2005,一弁散り一弁朴のはぐれ行く
2006,昂然と泰山木の花に立つ
2007,壺に咲いて奉書の白さ泰山木
2008,泰山木鏡なす葉に咲かむとす
2009,との曇る大山蓮華ひらかむと
2010,月の出を待ちゐる天女花かな
2011,手にとらば転ぶべく思ふ手毬花
2012,大でまり小でまり佐渡は美しき
2013,よく咲いて枝皆たわわ大てまり
2014,アカシヤの花も終りの風雨かな
2015,アカシヤの花を掃きつゝ唄ひつゝ
2016,たえまなくアカシヤ散りて馬車ゆきゝ
2017,金雀枝や昨日となりし北祭
2018,金雀枝や基督に抱かると思へ
2019,えにしだの夕べは白き別れかな
2020,電車待つ垣根の薔薇今朝は雨
2021,月の露光りつ消えつ薔薇の上
2022,薔薇の香に伏してたよりを書く夜かな
2023,花いばら故郷の路に似たるかな
2024,愁ひつつ岡にのぼれば花いばら
2025,見えてゐる野薔薇のあたりいつ行けむ
2026,うの花やいづれの御所の加茂詣
2027,空は我を生みし蒼さや花卯つ木
2028,夕刊の届く時間よ花卯木
2029,ともしびにみゆるうのはなくだしかな
2030,足袋ぬいで卯の花腐しゆく娘かな
2031,さす傘も卯の花腐しもちおもり
2032,水尾長き出船入船袋掛
2033,あなたがた京の人かと袋掛
2034,桃の木は袋掛せしまま残す
2035,一聯の泡酸漿の林より
2036,妹が口海酸漿の赤きかな
2037,海の街うみほゝづきは美しき
2038,おほいなる蝦蛄の鎧のうすみどり
2039,先生の馬に似し歯や蝦蛄を食ふ
2040,死者のため茹でたての蝦蛄手で喰らふ
2041,浪こゝに高くて釣るゝ海鰻哉
2042,裂かれたる穴子のみんな目が澄んで
2043,そと海に似たるうねりや海鰻釣
2044,真夜中や鱚舟くだる隅田川
2045,鱚舟や浜名を出でて波がしら
2046,夕潮の音白鱚に箸執らむ
2047,鯖釣りや夜雨のあとの流れ汐
2048,我船や鯖もすはらす湯もあひす
2049,門の麦刈り伏せければ鯖火見ゆ
2050,飛魚に波ひとつなきうねりかな
2051,二人乗るあらくれ漢飛魚舟
2052,飛魚の波に飛びつき沈みけり
2053,蕗の上の顔をふり向く山女釣
2054,大串に山女の滴なほたるゝ
2055,山女の斑明らかに水の底ゆけり
2056,開墾の鍬のあとより棉蒔きぬ
2057,減反の小佐渡にひとり菜種刈
2058,乱れ伏す菜種の中に刈りにけり
2059,車窓暮れ菜殻焼く火の来ては去る
2060,痩麦や我身ひとりの小百姓
2061,麦の穂はのびて文福茶釜道
2062,つかみ合ふ子供のたけや麦畑
2063,駅路や麦の黒穂の踏まれたる
2064,黒穂抜けばあたりの麦の哀しめり
2065,潮の香にたゞよひふえし黒穂かな
2066,麦笛や亮々の音を年少子
2067,麦笛や四十の恋の合図吹く
2068,麦笛や雨あがりたる垣のそと
2069,草笛や雲の流れはほしいまま
2070,草笛の少年山羊を遠まもり
2071,草笛や泳ぎ子野路をなだれゆく
2072,麦の秋さびしき貌の狂女かな
2073,麦秋の草臥声や念仏講
2074,甲子に降り出し雨や麦の秋
2075,刈こみし麦の匂ひや宿の内
2076,一列の麦刈り休む両手さげ
2077,病む麦も刈りいづこへか運び去る
2078,麦つきやむしろまとひの俄雨
2079,麦扱くやとかげの渡る筵縁
2080,麦扱機しづまり月の夜がひらく
2081,麦を打ほこりの先に聟男
2082,麦埃掃きつゝ客を通しけり
2083,麦ほこりかかる童子の眠りかな
2084,むぎわらハ麦掃庭のはゝきかな
2085,麦藁の上に憩ひて故郷かな
2086,麦藁の馬吹きゐざる風少し
2087,古町や麦藁籠を手に子供
2088,麦稈の肌のひかりを籠に編む
2089,編みくゝる麦稈籠や夕明り
2090,いざ共に穂麦食らはん草枕
2091,麦飯に痩せもせぬなり古男
2092,麦飯に戴きますと合掌す
2093,穀象の俵はたくや水の上
2094,穀象の群を天より見るごとく
2095,穀象のたちもたちたり寄進米
2096,六月や峰に雲置くあらし山
2097,六月のゆふべや肩に道具箱
2098,六月の女すわれる荒筵
2099,町中の山やさつきの上り雲
2100,笠しまはいづこ五月のぬかり道
2101,物音の絶えて雨ふる五月かな
2102,さつき咲く庭や岩根の黴ながら
2103,満開のさつき水面に照るごとし
2104,濡れわたりさつきの紅のしづもれる
2105,きる手元ふるひ見えけり花菖蒲
2106,よし原のひいき暖簾や菖蒲園
2107,花菖蒲映れる水の流れけり
2108,いけかへてグラジオラスの真赤かな
2109,グラジオラス揺れておの／＼席につく
2110,グラジオラス妻は愛憎鮮烈に
2111,萬葉のあやめ咲きけり伊香保沼
2112,おのづから水の流れや花あやめ
2113,一人立ち一人かゞめるあやめかな
2114,かきつばた似たりや似たり水の影
2115,簾まけ雨に提げ来る杜若
2116,降り出して明るくなりぬ杜若
2117,杉山のうすき洩日や著莪畳
2118,筍に括り添たりしやがの花
2119,著莪の花白きに湧きて雪絶えず
2120,わら家根や一八咲いて橋の下
2121,一八の白きを活けて達磨の絵
2122,いちはつの花すぎにける屋根並ぶ
2123,短夜や駅路の鈴の耳につく
2124,みじか夜や枕にちかき銀屏風
2125,短夜や乳ぜり泣く児を須可捨焉乎
2126,くらべ馬おくれし一騎あはれなり
2127,競べ馬埒に入る身のいさみかな
2128,わらはべのまかげせりけりくらべ馬
2129,ペーロンに関りもなく巨船出づ
2130,ハーリーやくろがねの胸水はじく
2131,競渡見る仮泊の舳ならべけり
2132,又越む佐夜の中山はつ松魚
2133,目には青葉山ほとゝぎすはつ鰹
2134,江戸亡ぶ俎に在り初鰹
2135,駿河路や花橘も茶の匂ひ
2136,橘の花や従ふ葉三枚
2137,橘や定家机の在リどころ
2138,樹々の風蜜柑の花をこぼしけり
2139,うたゝねをわが許されて蜜柑咲く
2140,菴しめよ蜜柑の花に郭公
2141,花朱欒こぼれ咲く戸にすむ楽し
2142,オレンヂの花の沈める芝生かな
2143,箒目に莟をこぼす柚の樹かな
2144,柚の花やむかししのばん料理の間
2145,花柚子の香をなつかしみ張物す
2146,渋柿の花ちる里と成にけり
2147,同じ日の毎日来る柿の花
2148,こぼるるもくだつも久し柿の花
2149,花散りて甕太り行く柘榴かな
2150,藁屋根に煙突高し花柘榴
2151,花柘榴燃ゆるラスコリニコフの瞳
2152,馬売りて久しき厩栗の花
2153,世の人の見付ぬ花や軒の栗
